Filepath,Bird-Species
data\spectrogram_dataset\train\Rufous-necked-Hornbill\Rufous-necked-Hornbill-4.png,Rufous-necked-Hornbill
data\spectrogram_dataset\train\Rufous-necked-Hornbill\Rufous-necked-Hornbill-5.png,Rufous-necked-Hornbill
data\spectrogram_dataset\train\Rufous-necked-Hornbill\Rufous-necked-Hornbill-6.png,Rufous-necked-Hornbill
data\spectrogram_dataset\train\Rufous-necked-Hornbill\Rufous-necked-Hornbill-7.png,Rufous-necked-Hornbill
data\spectrogram_dataset\train\Rufous-necked-Hornbill\Rufous-necked-Hornbill-8.png,Rufous-necked-Hornbill
data\spectrogram_dataset\train\Rufous-necked-Hornbill\Rufous-necked-Hornbill-9.png,Rufous-necked-Hornbill
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-0.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-1.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-10.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-100.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-101.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-102.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-103.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-104.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-105.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-106.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-107.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-108.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-109.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-11.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-110.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-111.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-112.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-113.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-114.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-115.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-116.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-117.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-118.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-119.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-12.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-120.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-121.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-122.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-123.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-124.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-125.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-126.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-127.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-128.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-129.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-13.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-130.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-131.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-132.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-133.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-134.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-135.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-136.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-137.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-138.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-139.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-14.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-140.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-141.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-142.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-143.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-144.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-145.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-146.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-147.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-148.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-149.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-15.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-150.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-151.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-152.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-153.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-154.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-155.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-156.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-157.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-158.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-159.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-16.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-160.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-161.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-162.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-163.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-164.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-165.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-166.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-167.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-168.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-169.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-17.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-170.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-171.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-172.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-173.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-174.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-175.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-176.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-177.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-178.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-179.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-18.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-180.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-181.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-182.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-183.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-184.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-185.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-186.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-187.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-188.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-189.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-19.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-190.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-191.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-192.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-193.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-194.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-195.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-196.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-197.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-198.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-199.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-2.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-20.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-200.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-201.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-202.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-203.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-204.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-205.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-206.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-207.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-208.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-209.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-21.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-210.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-211.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-212.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-213.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-214.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-215.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-216.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-217.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-218.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-219.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-22.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-220.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-221.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-222.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-223.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-224.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-225.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-226.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-227.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-228.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-229.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-23.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-230.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-231.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-232.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-233.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-234.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-235.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-236.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-237.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-238.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-24.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-25.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-26.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-27.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-28.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-29.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-3.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-30.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-31.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-32.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-33.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-34.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-35.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-36.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-37.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-38.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-39.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-4.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-40.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-41.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-42.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-43.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-44.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-45.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-46.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-47.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-48.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-49.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-5.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-50.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-51.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-52.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-53.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-54.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-55.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-56.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-57.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-58.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-59.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-6.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-60.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-61.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-62.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-63.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-64.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-65.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-66.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-67.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-68.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-69.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-7.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-70.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-71.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-72.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-73.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-74.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-75.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-76.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-77.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-78.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-79.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-8.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-80.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-81.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-82.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-83.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-84.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-85.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-86.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-87.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-88.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-89.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-9.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-90.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-91.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-92.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-93.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-94.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-95.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-96.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-97.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-98.png,Rufous-Treepie
data\spectrogram_dataset\train\Rufous-Treepie\Rufous-Treepie-99.png,Rufous-Treepie
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-0.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-1.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-10.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-100.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-101.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-102.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-103.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-104.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-105.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-106.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-107.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-108.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-109.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-11.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-110.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-111.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-112.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-113.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-114.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-115.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-116.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-117.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-118.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-119.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-12.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-120.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-121.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-122.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-123.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-124.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-125.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-126.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-127.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-128.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-129.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-13.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-130.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-131.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-132.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-133.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-134.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-135.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-136.png,Rustic-Bunting
data\spectrogram_dataset\train\Rustic-Bunting\Rustic-Bunting-137.png,Rustic-Bunting
